name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Trey Kellum,35,0.3,0.309,0.708,0.134,0.095,0.182,2012-13
Walter Davis,20,0.34,0.387,0.667,0.14300000000000002,0,0,2012-13
Markee Teal,19,0.2,0.25,0.812,0.036000000000000004,0.03,0.33299999999999996,2012-13
Onyekachukwu Odi,12,0.278,0.278,0.5,0.08,0,0,2012-13
Jamari Bradshaw,9,0.07,0.087,0.8,0.027999999999999997,0,0,2012-13
Muhammad Abdul-Aleem,8,0.064,0.039,0.33299999999999996,0.01,0,0,2012-13
Reggie Lewis,5,0.047,0,0,0.023,0.022000000000000002,0.33299999999999996,2012-13
Mcwisdon Bandejo,4,0.5,0.5,0.75,0,0,NA,2012-13
Michael Fabiyi,2,0.222,0.28600000000000003,1,0,0,NA,2012-13
D'Andre Bullard,2,0.033,0,0,0.022000000000000002,0.16699999999999998,1,2012-13
Jamie Adams,1,0,0,NA,0.008,0,0,2012-13
Total,117,0.149,0.162,0.659,0.037000000000000005,0.025,0.192,2012-13
