name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jeff Early,28,0.135,0.133,0.611,0.069,0.077,0.5,2012-13
Desmar Jackson,20,0.14800000000000002,0.129,0.562,0.026000000000000002,0.05,0.75,2012-13
Dantiel Daniels,17,0.121,0.131,0.727,0.128,0.217,0.833,2012-13
Jalen Pendleton,9,0.125,0.192,0.833,0.107,0.182,0.667,2012-13
Davante Drinkard,7,0.28,0.2,0.429,0,0,NA,2012-13
Antonio Bryer,3,0.273,0.28600000000000003,0.667,0,0,NA,2012-13
ANTHONY,3,0,0,NA,0.022000000000000002,0.02,0.33299999999999996,2012-13
Josh Swan,3,0.028999999999999998,0,0,0.054000000000000006,0.055999999999999994,0.5,2012-13
T.J. Lindsay,2,0.042,0,0,0.034,0,0,2012-13
Kendal Brown-Surles,2,0,0,NA,0,0,NA,2012-13
Diamond Taylor,1,0,0,NA,1,NA,0,2012-13
Total,95,0.11800000000000001,0.113,0.603,0.044000000000000004,0.066,0.5670000000000001,2012-13
