name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
John Konchar,33,0.153,0.18,0.833,0.034,0.026000000000000002,0.33299999999999996,2018-19
Kason Harrell,11,0.057,0.055,0.6,0,0,NA,2018-19
Cameron Benford,10,0.182,0.14800000000000002,0.4,0,0,NA,2018-19
Marcus DeBerry,6,0.185,0.222,0.8,0,0,NA,2018-19
Matt Holba,6,0.083,0.09300000000000001,0.667,0,0,NA,2018-19
Dylan Carl,4,0.043,0.046,0.75,0,0,NA,2018-19
Dee Montgomery,3,0.057,0.10300000000000001,1,0,0,NA,2018-19
Matt Weir,1,0.027999999999999997,0.043,1,0,0,NA,2018-19
Josh Inkumsah,1,0.5,0,0,0,NA,NA,2018-19
Jarred Godfrey,1,0.011000000000000001,0.018000000000000002,1,0,0,NA,2018-19
Total,76,0.08900000000000001,0.1,0.718,0.01,0.008,0.33299999999999996,2018-19
