name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Romani Hansen,30,0.299,0.278,0.517,0,0,NA,2019-20
Malachi De Sousa,11,0.147,0.08,0.364,0,0,NA,2019-20
Adam Lulka,7,0.15,0.174,0.667,0,0,NA,2019-20
Brent Hank,6,0.182,0.15,0.5,0,NA,NA,2019-20
Kendall Lauderdale,6,0.125,0.129,0.667,0,0,NA,2019-20
Trey Hutcheson,5,0.08,0.158,0.75,0,0,NA,2019-20
Antonio Rizzuto,5,0.05,0.053,0.5,0.083,0,0,2019-20
Ahmad Clark,3,0.013000000000000001,0,0,0.008,0.022000000000000002,1,2019-20
Cameron Healy,2,0.028999999999999998,0,0,0,0,NA,2019-20
Sasha French,2,0.071,0.1,1,0.1,0,0,2019-20
Total,77,0.11,0.10099999999999999,0.507,0.008,0.008,0.33299999999999996,2019-20
