name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Trey Porter,37,0.21100000000000002,0.217,0.8059999999999999,0.059000000000000004,0.1,0.5,2017-18
Brandan Stith,35,0.264,0.287,0.818,0.021,0,0,2017-18
Aaron Carver,15,0.349,0.36,0.6,0,0,NA,2017-18
Randy Haynes,13,0.16699999999999998,0.159,0.583,0.01,0.027999999999999997,1,2017-18
B.J. Stith,7,0.113,0.125,0.7140000000000001,0,0,NA,2017-18
Xavier Green,3,0.059000000000000004,0.105,1,0.016,0,0,2017-18
Ahmad Caver,2,0.02,0.036000000000000004,1,0,0,NA,2017-18
Hueitt Michael,2,1,NA,0,0,NA,NA,2017-18
George McClinton,1,0.5,0.5,1,NA,NA,NA,2017-18
Stephen Vassor,1,0.25,0.25,1,0,0,NA,2017-18
Total,116,0.177,0.19699999999999998,0.745,0.015,0.019,0.4,2017-18
