name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Eric Stuteville,23,0.14300000000000002,0.11,0.5,0.091,0.14300000000000002,0.4,2014-15
Alex Tiffin,14,0.14300000000000002,0.139,0.5,0.08199999999999999,0.091,0.5,2014-15
Cody Demps,14,0.11900000000000001,0.136,0.667,0.022000000000000002,0.045,1,2014-15
Nick Hornsby,11,0.081,0.055999999999999994,0.375,0.039,0.034,0.33299999999999996,2014-15
Zach Mills,9,0.348,0.5,0.75,0.013999999999999999,0,0,2014-15
Mikh McKinney,2,0.009000000000000001,0,0,0,0,NA,2014-15
Justin Strings,2,0,0,NA,0.28600000000000003,0.33299999999999996,0.5,2014-15
Dylan Garrity,2,0,0,NA,0,0,NA,2014-15
James Herrick,1,1,1,1,0,NA,NA,2014-15
Mason Stuteville,1,0.5,0.5,1,0,0,NA,2014-15
Total,79,0.10099999999999999,0.094,0.5589999999999999,0.027000000000000003,0.027999999999999997,0.47100000000000003,2014-15
