name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kevin Mays,20,0.131,0.158,0.562,0.044000000000000004,0,0,2012-13,UMES
Troy Snyder,19,0.17600000000000002,0.24100000000000002,0.722,0.013000000000000001,0.045,1,2012-13,UMES
Ishaq Pitt,14,0.133,0.17600000000000002,0.545,0.064,0.111,0.667,2012-13,UMES
Olatunji Kosile,14,0.271,0.28600000000000003,0.615,0.015,0.05,1,2012-13,UMES
Ronald Spencer,8,0.114,0.059000000000000004,0.25,0.098,0.14300000000000002,0.5,2012-13,UMES
Francis Ezeiru,4,0.095,0.111,0.5,0.069,0.125,0.5,2012-13,UMES
Louis Bell,4,0,0,NA,0.077,0,0,2012-13,UMES
Dominique Cowell,2,0,0,NA,0.022000000000000002,0,0,2012-13,UMES
Travis Trim,1,0.055999999999999994,0.14300000000000002,1,0,NA,NA,2012-13,UMES
Kyree Jones,1,0,0,NA,0.021,0,0,2012-13,UMES
Donald Williams II,1,0,0,NA,0,0,NA,2012-13,UMES
Total,88,0.124,0.165,0.6,0.038,0.039,0.35,2012-13,UMES
