name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Brad Brechting,29,0.168,0.162,0.632,0.125,0.226,0.7,2019-20
Daniel Oladapo,29,0.20199999999999999,0.20199999999999999,0.68,0.051,0.069,0.5,2019-20
Xavier Hill-Mais,28,0.126,0.135,0.75,0.051,0.062,0.583,2019-20
Maddox Tray,7,0.07,0.079,0.75,0.013999999999999999,0,0,2019-20
Babatunde Sowunmi,5,0.429,0.667,0.667,0.28600000000000003,0.5,0.5,2019-20
Madison Monroe,3,0.375,0.429,1,0,0,NA,2019-20
Jackie Harris,3,0.4,0.33299999999999996,0.5,0,0,NA,2019-20
Emmanuel Newsome,1,1,1,1,0,NA,NA,2019-20
Kevin Kangu,1,0,0,NA,0,0,NA,2019-20
Blake Lampman,1,0.2,0,0,0,0,NA,2019-20
Total,107,0.138,0.14800000000000002,0.6890000000000001,0.049,0.073,0.586,2019-20
