name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Trey Warren,13,0.157,0.175,0.636,0.049,0.062,0.5,2015-16
Francois Lewis,6,0.109,0.125,0.8,0.026000000000000002,0,0,2015-16
Isaiah Omoregie,6,0.071,0.067,0.6,0.033,0.062,1,2015-16
Malcolm Bernard,5,0.036000000000000004,0.047,0.8,0,0,NA,2015-16
Justin Ravenal,4,0.105,0.2,0.5,0.053,0.071,0.5,2015-16
Nick Severado,2,0.14300000000000002,0.16699999999999998,0.5,0,0,NA,2015-16
K'Ja Johnson,2,0.02,0,0,0,0,NA,2015-16
Johnathan Spicer,2,0.062,0,0,0.125,0,0,2015-16
Craig Bowman,1,0,0,NA,0.013999999999999999,0,0,2015-16
Mario Karailiev,1,0.071,0.14300000000000002,1,0,0,NA,2015-16
Jordan Jackson,1,0,0,NA,0.048,0.125,1,2015-16
Total,43,0.063,0.07400000000000001,0.636,0.02,0.025,0.444,2015-16
