name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Courtney Alexander II,33,0.20600000000000002,0.225,0.593,0.154,0.25,0.33299999999999996,2017-18,TennesseeTech
Mason Ramsey,22,0.12,0.125,0.611,0.042,0.024,0.25,2017-18,TennesseeTech
Curtis Phillips,13,0.075,0.1,0.778,0.023,0,0,2017-18,TennesseeTech
Micaiah Henry,12,0.2,0.163,0.583,0,0,NA,2017-18,TennesseeTech
Kajon Mack,11,0.062,0.087,0.857,0.034,0,0,2017-18,TennesseeTech
Shaq Calhoun,7,0.067,0.078,0.667,0.025,0,0,2017-18,TennesseeTech
Joan Duran,3,0.17600000000000002,0.125,0.33299999999999996,0,0,NA,2017-18,TennesseeTech
Domen Omladič,2,0.182,0.14300000000000002,0.5,NA,NA,NA,2017-18,TennesseeTech
Stephaun Adams,1,0.125,0.33299999999999996,1,0,0,NA,2017-18,TennesseeTech
Cade Crosland,1,0,0,NA,0,0,NA,2017-18,TennesseeTech
Total,105,0.109,0.11800000000000001,0.635,0.036000000000000004,0.021,0.188,2017-18,TennesseeTech
