name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Michael Finke,17,0.295,0.24100000000000002,0.5379999999999999,0.055999999999999994,0,0,2015-16,Illinois
Malcolm Hill,14,0.10300000000000001,0.129,0.889,0.021,0,0,2015-16,Illinois
D.J. Williams,9,0.318,0.33299999999999996,0.429,0.077,0.077,0.5,2015-16,Illinois
Thorne Mike,9,0.171,0.25,0.7140000000000001,0.061,0,0,2015-16,Illinois
Maverick Morgan,9,0.10800000000000001,0.132,1,0.013000000000000001,0.013999999999999999,0.5,2015-16,Illinois
Kendrick Nunn,3,0.048,0.049,0.667,0,0,NA,2015-16,Illinois
Alex Austin,2,0.1,0,0,0.2,0.33299999999999996,1,2015-16,Illinois
Leron Black,2,0.1,0.16699999999999998,1,0.038,0,0,2015-16,Illinois
Khalid Lewis,2,0.022000000000000002,0.038,1,0.017,0.067,1,2015-16,Illinois
Aaron Jordan,1,0.083,0.16699999999999998,1,0,0,NA,2015-16,Illinois
Jalen Coleman-Lands,1,0.055999999999999994,0.1,1,0,0,NA,2015-16,Illinois
Total,69,0.11599999999999999,0.129,0.706,0.022000000000000002,0.013000000000000001,0.235,2015-16,Illinois
