name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ryan Rhoomes,23,0.24,0.27699999999999997,0.7829999999999999,0,0,NA,2014-15
Eric Paschall,22,0.154,0.139,0.526,0.022000000000000002,0.03,0.5,2014-15
Chris Sengfelder,21,0.188,0.191,0.684,0.033,0.032,0.5,2014-15
Bryan Smith,6,0.102,0.161,0.833,0,0,NA,2014-15
Mandell Thomas,6,0.05,0.069,0.8,0.006999999999999999,0,0,2014-15
Manny Suarez,3,0.25,0,0,0.062,0,0,2014-15
Jon Severe,3,0.028999999999999998,0,0,0.034,0,0,2014-15
Antwoine Anderson,1,0.022000000000000002,0.048,1,0,0,NA,2014-15
Dekeba Battee-Aston,1,0.25,0,0,0,NA,NA,2014-15
Nemanja Zarkovic,1,0,0,NA,0.055999999999999994,0,0,2014-15
Total,87,0.13,0.14800000000000002,0.662,0.018000000000000002,0.011000000000000001,0.222,2014-15
