name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Chris Brady,32,0.18,0.191,0.72,0.095,0.152,0.7140000000000001,2016-17
Diago Quinn,18,0.228,0.195,0.444,0,0,NA,2016-17
Mustapha Traore,13,0.324,0.45,0.818,0.28600000000000003,0.667,1,2016-17
Je'Lon Hornbeak,8,0.053,0.057,0.5,0.042,0,0,2016-17
Louie Pillari,6,0.161,0.188,0.6,0.125,0,0,2016-17
Sam Ibiezugbe,5,0.185,0.083,0.2,0,0,NA,2016-17
Micah Seaborn,5,0.017,0.016,0.5,0.043,0.067,0.33299999999999996,2016-17
Collin Stewart,4,0.047,0.038,0.5,0.036000000000000004,0,0,2016-17
Austin Tilghman,4,0.043,0.042,0.5,0,0,NA,2016-17
Pierre Sarr,3,0.069,0.1,1,0.16699999999999998,0,0,2016-17
Justin Robinson,3,0.012,0.013999999999999999,0.5,0,0,NA,2016-17
Josh James,2,0.057,0.095,1,0,0,NA,2016-17
Total,103,0.094,0.106,0.61,0.038,0.052000000000000005,0.47100000000000003,2016-17
