name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Dererk Pardon,20,0.23600000000000002,0.231,0.6920000000000001,0.259,0.429,0.857,2015-16,Northwestern
Alex Olah,14,0.11,0.09300000000000001,0.583,0.024,0.061,1,2015-16,Northwestern
Aaron Falzon,9,0.273,0.278,0.556,0,0,NA,2015-16,Northwestern
Gavin Skelly,9,0.21899999999999997,0.174,0.5710000000000001,0.154,0.33299999999999996,1,2015-16,Northwestern
VAN,8,0.184,0.16699999999999998,0.7140000000000001,0.071,0,0,2015-16,Northwestern
Scottie Lindsey,7,0.163,0.125,0.429,0,0,NA,2015-16,Northwestern
Sanjay Lumpkin,7,0.149,0.138,0.5710000000000001,0,NA,NA,2015-16,Northwestern
Nathan Taphorn,3,0.133,0.2,1,0,0,NA,2015-16,Northwestern
Tre Demps,2,0.01,0.015,1,0.006,0.019,1,2015-16,Northwestern
Joey van Zegeren,1,0.33299999999999996,0,0,NA,NA,NA,2015-16,Northwestern
Bryant McIntosh,1,0,0,NA,0.006,0.016,1,2015-16,Northwestern
Total,81,0.115,0.10800000000000001,0.606,0.027000000000000003,0.063,0.857,2015-16,Northwestern
