name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jawanza Poland,21,0.22699999999999998,0.196,0.5,0,0,NA,2012-13
Toarlyn Fitzpatrick,14,0.157,0.146,0.5,0,0,NA,2012-13
Victor Rudd,14,0.124,0.12300000000000001,0.5379999999999999,0.011000000000000001,0.03,1,2012-13
Martino Brock,11,0.12,0.083,0.33299999999999996,0.022000000000000002,0,0,2012-13
Zach LeDay,11,0.20800000000000002,0.179,0.5,0.025,0,0,2012-13
Kore White,10,0.237,0.222,0.444,0.062,0,0,2012-13
Javontae Hawkins,9,0.179,0.179,0.7140000000000001,0.069,0.33299999999999996,1,2012-13
Jordan Omogbehin,6,0.353,0.375,0.5,NA,NA,NA,2012-13
Musa Abdul-Aleem,3,0.3,0,0,0,NA,NA,2012-13
Total,99,0.154,0.138,0.484,0.013000000000000001,0.022000000000000002,0.5,2012-13
