name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Daniel Oturu,40,0.16699999999999998,0.172,0.737,0.013999999999999999,0.018000000000000002,0.5,2019-20
Alihan Demir,16,0.125,0.127,0.5710000000000001,0.05,0,0,2019-20
Jarvis Omersa,13,0.265,0.222,0.462,0,0,NA,2019-20
Marcus Carr,8,0.022000000000000002,0.027000000000000003,0.667,0.025,0.062,0.667,2019-20
Gabe Kalscheur,6,0.043,0.083,1,0.015,0.037000000000000005,1,2019-20
Tre' Williams,4,0.09699999999999999,0,0,0.062,0,0,2019-20
Payton Willis,3,0.061,0.053,0.5,0,0,NA,2019-20
Sam Freeman,2,0.4,0,0,0,0,NA,2019-20
Michael Hurt,1,0.059000000000000004,0,0,0,0,NA,2019-20
Total,93,0.11599999999999999,0.12,0.603,0.021,0.027000000000000003,0.444,2019-20
