name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Naz Bohannon,41,0.295,0.295,0.545,0.091,0.154,0.5,2017-18,YoungstownSt.
Devin Haygood,24,0.152,0.18,0.7859999999999999,0.13699999999999998,0.24100000000000002,0.7,2017-18,YoungstownSt.
Tyree Robinson,18,0.111,0.107,0.6920000000000001,0.128,0.231,0.6,2017-18,YoungstownSt.
Garrett Covington,16,0.135,0.105,0.462,0.065,0.071,0.33299999999999996,2017-18,YoungstownSt.
Braun Hartfield,13,0.064,0.075,0.75,0.03,0.077,0.667,2017-18,YoungstownSt.
Michael Akuckie,8,0.263,0.071,0.2,0.214,0.4,0.667,2017-18,YoungstownSt.
Noe Anabir,5,0.133,0.2,1,0.091,0,0,2017-18,YoungstownSt.
Jaylen Benton,4,0.028999999999999998,0,0,0.049,0.045,0.33299999999999996,2017-18,YoungstownSt.
Dan Ritter,2,1,1,1,0.5,NA,0,2017-18,YoungstownSt.
Cameron Morse,2,0.016,0,0,0,0,NA,2017-18,YoungstownSt.
Alex Wilbourn,1,0.33299999999999996,NA,0,0,NA,NA,2017-18,YoungstownSt.
Jacob Brown,1,0.2,0.25,1,NA,NA,NA,2017-18,YoungstownSt.
Jeremiah Fergurson,1,0.013000000000000001,0,0,0,0,NA,2017-18,YoungstownSt.
John Kirincic,1,1,1,1,0,0,NA,2017-18,YoungstownSt.
Ryan Strollo,1,NA,NA,NA,0.5,NA,0,2017-18,YoungstownSt.
Total,138,0.124,0.125,0.598,0.061,0.099,0.526,2017-18,YoungstownSt.
