name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Anthony Gill,36,0.23399999999999999,0.21600000000000003,0.6559999999999999,0.042,0.073,0.75,2014-15,Virginia
Mike Tobey,35,0.314,0.348,0.7190000000000001,0.039,0.04,0.33299999999999996,2014-15,Virginia
Darion Atkins,35,0.311,0.28800000000000003,0.594,0.026000000000000002,0.022000000000000002,0.33299999999999996,2014-15,Virginia
Justin Anderson,9,0.12300000000000001,0.098,0.5,0.023,0,0,2014-15,Virginia
Isaiah Wilkins,6,0.375,0.375,0.5,0,0,NA,2014-15,Virginia
Malcolm Brogdon,5,0.026000000000000002,0.028999999999999998,0.667,0.016,0.024,0.5,2014-15,Virginia
Evan Nolte,3,0.214,0.375,1,0,0,NA,2014-15,Virginia
Marial Shayok,3,0.094,0.05,0.33299999999999996,0,0,NA,2014-15,Virginia
Jeff Jones,2,0.667,1,1,0,NA,NA,2014-15,Virginia
Devon Hall,1,0.045,0,0,0,0,NA,2014-15,Virginia
Total,135,0.188,0.19399999999999998,0.639,0.022000000000000002,0.027999999999999997,0.462,2014-15,Virginia
