name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Javion Ogunyemi,46,0.18899999999999997,0.153,0.5,0,0,NA,2015-16,Siena
Brett Bisping,20,0.11,0.159,0.85,0,0,NA,2015-16,Siena
Lavon Long,20,0.11699999999999999,0.107,0.529,0.052000000000000005,0.095,0.667,2015-16,Siena
Ryan Oliver,10,0.312,0.364,0.8,0.040999999999999995,0.07400000000000001,0.667,2015-16,Siena
Marquis Wright,6,0.032,0.043,0.667,0.036000000000000004,0.1,1,2015-16,Siena
Kenny Wormley,6,0.071,0.062,0.4,0,0,NA,2015-16,Siena
Nico Clareth,4,0.033,0,0,0,0,NA,2015-16,Siena
Evan Fisher,4,0.182,0.3,0.75,0,0,NA,2015-16,Siena
Imoh Silas,2,0.154,0.4,1,0,0,NA,2015-16,Siena
Cameron Gottfried,1,0.33299999999999996,0.33299999999999996,1,0,0,NA,2015-16,Siena
Total,119,0.11699999999999999,0.11900000000000001,0.589,0.018000000000000002,0.036000000000000004,0.75,2015-16,Siena
