name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Chris Cokley,38,0.225,0.24100000000000002,0.677,0.086,0.094,0.429,2014-15,UAB
C.J. Washington,30,0.289,0.293,0.5,0.071,0.14300000000000002,0.667,2014-15,UAB
Tyler Madison,30,0.207,0.2,0.48,0.156,0.182,0.4,2014-15,UAB
Tosin Mehinti,24,0.23399999999999999,0.228,0.591,0.022000000000000002,0,0,2014-15,UAB
William Lee,18,0.26899999999999996,0.19,0.444,0,0,NA,2014-15,UAB
Lewis Sullivan,7,0.273,0.41700000000000004,0.833,0.111,0,0,2014-15,UAB
Robert Brown,7,0.044000000000000004,0.083,1,0.006999999999999999,0.018000000000000002,1,2014-15,UAB
Hakeem Baxter,4,0.042,0.04,0.5,0,0,NA,2014-15,UAB
Denzell Watts,1,0.028999999999999998,0,0,0,0,NA,2014-15,UAB
Nick Norton,1,0,0,NA,0,0,NA,2014-15,UAB
Total,160,0.172,0.183,0.574,0.034,0.040999999999999995,0.455,2014-15,UAB
