name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Monty Urmilevicius,18,0.34700000000000003,0.40700000000000003,0.647,0.14300000000000002,0.5,1,2017-18,Bryant
Sabastian Townes,18,0.14300000000000002,0.141,0.556,0,0,NA,2017-18,Bryant
Brandon Carroll,17,0.191,0.13,0.353,0,0,NA,2017-18,Bryant
Adam Grant,8,0.059000000000000004,0.085,0.7140000000000001,0,0,NA,2017-18,Bryant
Ryan Layman,7,0.233,0.222,0.5710000000000001,0,0,NA,2017-18,Bryant
Hunter Ware,5,0.053,0.031,0.33299999999999996,0.013999999999999999,0.038,1,2017-18,Bryant
Bosko Kostur,5,0.061,0.051,0.5,0.025,0.067,1,2017-18,Bryant
Gus Riley,5,0.28600000000000003,0.28600000000000003,0.5,0.33299999999999996,NA,0,2017-18,Bryant
Ikenna Ndugba,2,0,0,NA,0.011000000000000001,0,0,2017-18,Bryant
Tanner Johnson,2,0.25,0.4,1,0,NA,NA,2017-18,Bryant
Aram Martin,1,0.14300000000000002,0.25,1,0,NA,NA,2017-18,Bryant
Total,88,0.114,0.11800000000000001,0.55,0.012,0.021,0.6,2017-18,Bryant
