name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
James Currington,25,0.14300000000000002,0.161,0.7,0.07,0.036000000000000004,0.2,2013-14
Deangelo Priar,13,0.068,0.113,0.875,0.054000000000000006,0,0,2013-14
Julius Francis,5,0.10300000000000001,0.077,0.33299999999999996,0.021,0.031,0.5,2013-14
Daniel Hurtt,5,0.109,0.179,1,0,0,NA,2013-14
Blake Ralling,4,0.105,0.174,1,0,0,NA,2013-14
Vacha Vaughn,4,0.111,0.071,0.33299999999999996,0.053,0,0,2013-14
Ervin Thomas,4,0.2,0.25,0.75,0,0,NA,2013-14
Cortland Henry,2,0.1,0,0,0.125,0,0,2013-14
Cameron Dobbs,2,0.07400000000000001,0.133,1,0,0,NA,2013-14
Jordan Washington,2,0.028999999999999998,0.026000000000000002,0.5,0,0,NA,2013-14
Darryl Marshall,2,0,0,NA,0.077,0,0,2013-14
Cordarius Samples,2,0.067,0,0,0.055999999999999994,0.14300000000000002,1,2013-14
Anthony McDonald,2,0.013999999999999999,0.024,1,0.038,0,0,2013-14
Ben Milshtein,1,0,0,NA,0.2,0,0,2013-14
Darryl Wright,1,0.33299999999999996,1,1,NA,NA,NA,2013-14
Jeffrey Simmons,1,0.016,0,0,0,0,NA,2013-14
Total,75,0.078,0.09699999999999999,0.7140000000000001,0.03,0.015,0.17600000000000002,2013-14
