name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Matt Kamieniecki,15,0.139,0.105,0.4,0,0,NA,2014-15
Bo Calhoun,11,0.122,0.16699999999999998,0.9,0.012,0.024,1,2014-15
Franko House,9,0.063,0.083,1,0.032,0,0,2014-15
Sean Sellers,7,0.113,0.138,0.667,0.023,0,0,2014-15
Mading Thok,3,0.5,0.5,0.667,NA,NA,NA,2014-15
Jeremie Tyler,2,0.053,0.083,1,0.036000000000000004,0.091,1,2014-15
Francis Kiapway,2,0.133,0.25,0.5,0,0,NA,2014-15
Zavier Turner,2,0.03,0.053,1,0.022000000000000002,0,0,2014-15
Bik Gill,2,0.1,0.33299999999999996,1,0,NA,NA,2014-15
Rocco Belcaster,1,0,0,NA,0.091,0,0,2014-15
Jeremiah Davis,1,0.028999999999999998,0.059000000000000004,1,0,0,NA,2014-15
Total,55,0.098,0.11599999999999999,0.696,0.02,0.013999999999999999,0.25,2014-15
