name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
David Laury,35,0.165,0.18899999999999997,0.667,0.086,0.091,0.4,2012-13
Taaj Ridley,23,0.19399999999999998,0.19,0.5710000000000001,0.026000000000000002,0,0,2012-13
Sean Armand,18,0.205,0.23399999999999999,0.647,0,0,NA,2012-13
Tavon Sledge,13,0.11,0.149,0.833,0.027000000000000003,0,0,2012-13
Lamont Jones,8,0.025,0.036000000000000004,0.8,0.017,0.038,1,2012-13
Tre Bowman,8,0.107,0.14300000000000002,0.875,0,0,NA,2012-13
A.J. English,7,0.222,0.14300000000000002,0.25,0.222,0.25,0.5,2012-13
Shawn Jackson,5,0.188,0.33299999999999996,0.667,0.16699999999999998,0.25,0.5,2012-13
Curtis Dennis,4,0.16699999999999998,0.091,0.33299999999999996,0.111,0,0,2012-13
Nyandigisi Moikobu,4,0.154,0.1,0.5,0.5,NA,0,2012-13
Desean Anderson,1,0.5,NA,0,0,0,NA,2012-13
Total,126,0.127,0.14400000000000002,0.6509999999999999,0.036000000000000004,0.036000000000000004,0.389,2012-13
