name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Andre Kennedy,26,0.184,0.16699999999999998,0.5710000000000001,0.055,0.08800000000000001,0.6,2017-18
Arthur Johnson,22,0.138,0.157,0.667,0.107,0.136,0.375,2017-18
Mohamed Sherif,16,0.09300000000000001,0.121,0.7,0.17600000000000002,0,0,2017-18
Evan Wiley,15,0.22899999999999998,0.263,0.625,0.111,0.12,0.429,2017-18
Tracey Burnett,9,0.115,0.125,0.429,0.05,0.105,1,2017-18
Jalen Reeder,5,0.35700000000000004,0.364,0.8,0,0,NA,2017-18
Ariston Johnson,3,0.062,0,0,0.1,0,0,2017-18
Brandon Houston,1,0.5,0.5,1,NA,NA,NA,2017-18
De'Ederick Petty,1,0,0,NA,0.02,0,0,2017-18
Marcus Merriweather,1,0.04,0.071,1,0,0,NA,2017-18
Total,99,0.114,0.127,0.621,0.06,0.065,0.355,2017-18
