name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jonathan Kasibabu,14,0.126,0.10400000000000001,0.5,0,0,NA,2015-16,Fairfield
Marcus Gilbert,12,0.081,0.10300000000000001,0.7,0.019,0.053,1,2015-16,Fairfield
Matija Milan,7,0.08199999999999999,0.11900000000000001,1,0,0,NA,2015-16,Fairfield
Coleman Johnson,7,0.41200000000000003,0.5,0.429,0,0,NA,2015-16,Fairfield
Tyler Nelson,6,0.027000000000000003,0.028999999999999998,0.667,0.015,0.045,1,2015-16,Fairfield
Jerome Segura,5,0.023,0.016,0.33299999999999996,0.033,0,0,2015-16,Fairfield
Curtis Cobb,3,0,0,NA,0.04,0,0,2015-16,Fairfield
Jerry Johnson,2,0.025,0,0,0,0,NA,2015-16,Fairfield
Kevin Degnan,2,0.07400000000000001,0.067,0.5,0,0,NA,2015-16,Fairfield
Scott King,1,0.034,0.048,1,0,0,NA,2015-16,Fairfield
Total,59,0.062,0.064,0.604,0.016,0.015,0.33299999999999996,2015-16,Fairfield
