name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Bryson Williams,19,0.126,0.131,0.733,0.073,0.19,1,2016-17,FresnoSt.
Jaron Hopkins,16,0.065,0.053,0.5,0.016,0,0,2016-17,FresnoSt.
Paul Watson,13,0.102,0.105,0.6,0.025,0.077,1,2016-17,FresnoSt.
Cullen Russo,12,0.128,0.16,0.727,0.023,0,0,2016-17,FresnoSt.
Terrell Carter,11,0.147,0.152,0.7,0.013999999999999999,0,0,2016-17,FresnoSt.
Karachi Edo,9,0.146,0.091,0.429,0.065,0,0,2016-17,FresnoSt.
Nate Grimes,8,0.375,0.33299999999999996,0.33299999999999996,0.4,1,1,2016-17,FresnoSt.
Johnny Mcwilliams,2,0.222,0.25,0.5,0,0,NA,2016-17,FresnoSt.
Jahmel Taylor,2,0.091,0.1,0.5,0,0,NA,2016-17,FresnoSt.
Deshon Taylor,2,0.025,0.022000000000000002,0.5,0,0,NA,2016-17,FresnoSt.
Sam Bittner,1,0,0,NA,0.14300000000000002,0,0,2016-17,FresnoSt.
Total,95,0.10300000000000001,0.1,0.595,0.028999999999999998,0.046,0.5329999999999999,2016-17,FresnoSt.
