name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Andrew Garcia,23,0.182,0.125,0.409,0.031,0.125,1,2018-19,StonyBrook
Akwasi Yeboah,21,0.145,0.18899999999999997,0.778,0.018000000000000002,0,0,2018-19,StonyBrook
Elijah Olaniyi,21,0.13,0.157,0.619,0,0,NA,2018-19,StonyBrook
Jeff Otchere,14,0.19399999999999998,0.16699999999999998,0.5710000000000001,0,0,NA,2018-19,StonyBrook
Jules Moor,9,0.146,0.091,0.33299999999999996,0.049,0,0,2018-19,StonyBrook
Anthony Ochefu,9,0.243,0.2,0.444,0,0,NA,2018-19,StonyBrook
Corry Long,6,0.35700000000000004,0.4,0.8,0.25,0,0,2018-19,StonyBrook
Alex Christie,4,0.33299999999999996,0.4,0.5,NA,NA,NA,2018-19,StonyBrook
Jaron Cornish,4,0.025,0.017,0.33299999999999996,0.018000000000000002,0.053,1,2018-19,StonyBrook
Miles Latimer,2,0.045,0.07400000000000001,1,0,0,NA,2018-19,StonyBrook
Jordan McKenzie,1,0,0,NA,0,0,NA,2018-19,StonyBrook
Total,114,0.136,0.13699999999999998,0.5670000000000001,0.017,0.013000000000000001,0.25,2018-19,StonyBrook
