name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Ruot Monyyong,34,0.22,0.223,0.758,0.018000000000000002,0,0,2019-20,LittleRock
Kamani Johnson,30,0.18899999999999997,0.157,0.467,0,0,NA,2019-20,LittleRock
Coupet Ben,13,0.092,0.086,0.556,0.043,0.077,0.667,2019-20,LittleRock
Nikola Maric,8,0.133,0.19399999999999998,1,0.024,0,0,2019-20,LittleRock
Jovan Stulic,5,0.14800000000000002,0.235,1,0,0,NA,2019-20,LittleRock
Markquis Nowell,4,0.022000000000000002,0,0,0.015,0,0,2019-20,LittleRock
Admir Besovic,3,0.33299999999999996,0.33299999999999996,0.667,0,0,NA,2019-20,LittleRock
Sam Dunkum,2,0.667,1,1,0,0,NA,2019-20,LittleRock
Jaizec Lottie,1,0,0,NA,0.02,0,0,2019-20,LittleRock
Isaiah Palermo,1,0,0,NA,0,0,NA,2019-20,LittleRock
Kris Bankston,1,0.083,0.1,1,0,0,NA,2019-20,LittleRock
Alsean Evans,1,0.33299999999999996,0.5,1,0,0,NA,2019-20,LittleRock
Total,103,0.131,0.13699999999999998,0.659,0.017,0.013000000000000001,0.28600000000000003,2019-20,LittleRock
