name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Reginald Johnson,20,0.207,0.28,0.8240000000000001,0.049,0,0,2015-16
Deandre Davis,15,0.147,0.182,0.909,0.085,0,0,2015-16
Octavious Brown,12,0.235,0.25,0.667,0,0,NA,2015-16
Patrick Onwenu,10,0.113,0.125,0.625,0.03,0.034,0.5,2015-16
Marquis Vance,9,0.11800000000000001,0.071,0.25,0.016,0,0,2015-16
Shawn Willett,3,0.077,0,0,0.4,0,0,2015-16
Tamarcio Wilson,2,0.011000000000000001,0,0,0.013999999999999999,0.034,1,2015-16
Tyrel Hunt,2,0.061,0,0,0,0,NA,2015-16
null,1,0.05,0.083,1,0,0,NA,2015-16
Malachy Onwudiegwu,1,0.091,0,0,0,0,NA,2015-16
Devonte Hampton,1,0.019,0.042,1,0,0,NA,2015-16
Total,76,0.106,0.126,0.6509999999999999,0.025,0.011000000000000001,0.154,2015-16
