name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Chris Eversley,28,0.22699999999999998,0.258,0.64,0.018000000000000002,0.032,0.667,2013-14
Dave Nwaba,21,0.095,0.091,0.5710000000000001,0.059000000000000004,0.057999999999999996,0.429,2013-14
Brian Bennett,8,0.08199999999999999,0.102,0.833,0.017,0,0,2013-14
Joel Awich,8,0.16699999999999998,0.12,0.5,0.038,0.045,0.5,2013-14
Zach Gordon,6,0.231,0.2,0.33299999999999996,0,0,NA,2013-14
Kyle Odister,3,0.1,0.16699999999999998,1,0.016,0.048,1,2013-14
Michael Bolden,3,0.16699999999999998,0.2,0.5,0.083,0,0,2013-14
Maliik Love,3,0.045,0.042,0.33299999999999996,0,0,NA,2013-14
Jamal Johnson,1,0.024,0,0,0,0,NA,2013-14
Reese Morgan,1,1,1,1,0,NA,NA,2013-14
Anthony Silvestri,1,0.5,0.5,1,0,0,NA,2013-14
Taylor Sutlive,1,1,1,1,0,0,NA,2013-14
Total,84,0.124,0.133,0.597,0.024,0.03,0.43799999999999994,2013-14
