name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Scott Eatherton,27,0.134,0.124,0.654,0.02,0,0,2011-12,SaintFrancis(PA)
Jon Taylor,13,0.25,0.308,0.727,0.022000000000000002,0,0,2011-12,SaintFrancis(PA)
Earl Brown,11,0.153,0.16,0.727,0,0,NA,2011-12,SaintFrancis(PA)
Anthony Ervin,5,0.053,0.043,0.5,0,0,NA,2011-12,SaintFrancis(PA)
Tony Peters,5,0.312,0.273,0.6,0,0,NA,2011-12,SaintFrancis(PA)
Kameron Ritter,3,0.034,0.062,1,0.034,0.14300000000000002,1,2011-12,SaintFrancis(PA)
Storm Stanley,2,0.125,0.091,0.5,0,0,NA,2011-12,SaintFrancis(PA)
Ollie Jackson,2,0.111,0.2,1,0,0,NA,2011-12,SaintFrancis(PA)
Stephon Whyatt,1,0,0,NA,0.024,0,0,2011-12,SaintFrancis(PA)
Dominque Major,1,0,NA,NA,1,1,1,2011-12,SaintFrancis(PA)
Total,70,0.111,0.11599999999999999,0.6829999999999999,0.013000000000000001,0.013999999999999999,0.33299999999999996,2011-12,SaintFrancis(PA)
