name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
George Fant,57,0.242,0.24,0.682,0.094,0.08900000000000001,0.308,2014-15,WesternKy.
Justin Johnson,18,0.2,0.18899999999999997,0.625,0.055999999999999994,0,0,2014-15,WesternKy.
Ben Lawson,14,0.218,0.222,0.833,0.069,0.25,0.5,2014-15,WesternKy.
Aleksej Rostov,11,0.312,0.278,0.5,0,0,NA,2014-15,WesternKy.
DJ Clayton,7,0.128,0.15,0.5,0.042,0,0,2014-15,WesternKy.
T.J. Price,4,0.039,0.06,1,0,0,NA,2014-15,WesternKy.
Trency Jackson,4,0.025,0.049,1,0.036000000000000004,0,0,2014-15,WesternKy.
Nigel Snipes,3,0.25,0.4,1,0.062,0.33299999999999996,1,2014-15,WesternKy.
Rob Marberry,2,0.222,0.222,1,0,NA,NA,2014-15,WesternKy.
Ayinde Sprewell,1,NA,NA,NA,0.2,NA,0,2014-15,WesternKy.
Total,121,0.163,0.17800000000000002,0.691,0.04,0.036000000000000004,0.273,2014-15,WesternKy.
