name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Leslie Nkereuwem,18,0.25,0.25,0.625,0.111,0.125,0.5,2019-20
Jordan Cintron,17,0.182,0.184,0.562,0.031,0.125,1,2019-20
Christian Wilson,8,0.132,0.14800000000000002,0.5710000000000001,0.053,0.14300000000000002,1,2019-20
DeShaun Wade,6,0.068,0.154,1,0.04,0,0,2019-20
Jashaun Smith,5,0.053,0.018000000000000002,0.2,0,0,NA,2019-20
Lorenzo Phillips,5,0.023,0,0,0.019,0.023,0.5,2019-20
Juan Munoz,3,0.039,0.07400000000000001,1,0,0,NA,2019-20
Abraham Deng,1,0.055999999999999994,0,0,0,0,NA,2019-20
Heru Bligen,1,0.022000000000000002,0.037000000000000005,1,0,0,NA,2019-20
Total,64,0.091,0.10099999999999999,0.585,0.02,0.033,0.5710000000000001,2019-20
