name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Timmy Allen,15,0.049,0.051,0.583,0.021,0.023,0.33299999999999996,2019-20,Utah
Branden Carlson,11,0.098,0.079,0.556,0.034,0,0,2019-20,Utah
Lahat Thioune,8,0.364,0.5329999999999999,1,0,0,NA,2019-20,Utah
Mikael Jantunen,7,0.07400000000000001,0.069,0.7140000000000001,0,0,NA,2019-20,Utah
Riley Battin,6,0.113,0.121,0.667,0,0,NA,2019-20,Utah
Both Gach,2,0.024,0.019,0.5,0,0,NA,2019-20,Utah
Alfonso Plummer,2,0.043,0,0,0,0,NA,2019-20,Utah
Rylan Jones,1,0,0,NA,0,0,NA,2019-20,Utah
Jaxon  Brenchley,1,0,0,NA,0,NA,NA,2019-20,Utah
Eli Ballstaedt,1,1,NA,0,0,NA,NA,2019-20,Utah
Matt Van Komen,1,0.1,0.14300000000000002,1,NA,NA,NA,2019-20,Utah
Total,55,0.069,0.073,0.66,0.013999999999999999,0.008,0.2,2019-20,Utah
