name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Andre Washington,36,0.316,0.27699999999999997,0.542,0.156,0.225,0.75,2016-17,EastCarolina
Kentrell Barkley,31,0.158,0.183,0.619,0.122,0.33299999999999996,0.8,2016-17,EastCarolina
Deng Riak,18,0.276,0.278,0.625,0.145,0.16699999999999998,0.4,2016-17,EastCarolina
Michel Nzege,13,0.235,0.292,0.875,0.152,0.375,0.6,2016-17,EastCarolina
Jabari Craig,8,0.364,0,0,0.33299999999999996,0.5,0.25,2016-17,EastCarolina
Clarence Williams,7,0.17600000000000002,0.222,0.667,0.125,0.2,0.5,2016-17,EastCarolina
Elijah Hughes,6,0.08199999999999999,0.115,0.75,0.034,0,0,2016-17,EastCarolina
Caleb White,5,0.075,0.04,0.33299999999999996,0.012,0.034,1,2016-17,EastCarolina
Raquan Wilkins,3,0.2,0.33299999999999996,1,0.048,0,0,2016-17,EastCarolina
Jeremy Sheppard,2,0,0,NA,0.034,0,0,2016-17,EastCarolina
Justice Obasohan,1,1,1,1,NA,NA,NA,2016-17,EastCarolina
B.J. Tyson,1,0.012,0,0,0,0,NA,2016-17,EastCarolina
Total,131,0.147,0.158,0.595,0.084,0.13699999999999998,0.56,2016-17,EastCarolina
