name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Raynere Thornton,32,0.299,0.28800000000000003,0.594,0,0,NA,2018-19
Kyvon Davenport,30,0.136,0.14,0.63,0.094,0,0,2018-19
Mike Parks,22,0.20199999999999999,0.145,0.526,0.086,0.077,0.33299999999999996,2018-19
Jeremiah Martin,12,0.06,0.073,0.727,0,0,NA,2018-19
Isaiah Maurice,9,0.12300000000000001,0.14,0.75,0.017,0,0,2018-19
Kareem Brewton,8,0.044000000000000004,0.036000000000000004,0.5,0.054000000000000006,0.032,0.25,2018-19
Antwann Jones,5,0.109,0.14300000000000002,0.8,0,0,NA,2018-19
Tyler Harris,4,0.019,0.032,1,0.023,0.053,1,2018-19
Alex Lomax,4,0.066,0.1,0.75,0,0,NA,2018-19
Victor Enoh,1,0,0,NA,0.5,0,0,2018-19
MIKE,1,0,0,NA,0.5,NA,0,2018-19
Total,128,0.122,0.125,0.631,0.028999999999999998,0.017,0.214,2018-19
