name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Randy Phillips,39,0.27399999999999997,0.262,0.568,0.055999999999999994,0.077,0.5,2017-18,Radford
Ed Polite,20,0.109,0.129,0.789,0.011000000000000001,0,0,2017-18,Radford
Devonnte Holland,12,0.111,0.111,0.6,0.043,0.125,1,2017-18,Radford
Leroy Butts,9,0.278,0.273,0.6,0.14300000000000002,0.067,0.25,2017-18,Radford
Donald Hicks,5,0.083,0.062,0.33299999999999996,0,0,NA,2017-18,Radford
Carlik Jones,3,0.016,0.015,0.5,0.009000000000000001,0.024,1,2017-18,Radford
Darius Bolstad,2,0.1,0,0,0.125,0.2,1,2017-18,Radford
Christian Bradford,2,0.027000000000000003,0,0,0.045,0,0,2017-18,Radford
"JR,ED",1,0.16699999999999998,0.2,1,NA,NA,NA,2017-18,Radford
Justin Cousin,1,0.083,0,0,0,0,NA,2017-18,Radford
Caleb Tanner,1,0,0,NA,0,0,NA,2017-18,Radford
Travis Fields,1,0,0,NA,0,0,NA,2017-18,Radford
Total,96,0.115,0.11800000000000001,0.6,0.023,0.036000000000000004,0.5,2017-18,Radford
