name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Derrick Barden,30,0.149,0.14400000000000002,0.654,0.044000000000000004,0,0,2012-13,NorthernColo.
Connor Osborne,28,0.27399999999999997,0.293,0.7390000000000001,0.09300000000000001,0.125,0.4,2012-13,NorthernColo.
Tim Huskisson,17,0.141,0.17,0.75,0.094,0.053,0.2,2012-13,NorthernColo.
Emmanuel Addo,10,0.179,0.091,0.28600000000000003,0.057999999999999996,0.095,0.667,2012-13,NorthernColo.
Tate Unruh,9,0.13,0.161,0.7140000000000001,0.034,0,0,2012-13,NorthernColo.
Paul Garnica,4,0.14300000000000002,0.214,0.75,0,0,NA,2012-13,NorthernColo.
Tevin Svihovec,4,0.02,0.034,1,0.008,0.021,1,2012-13,NorthernColo.
Cody McDavis,2,0.33299999999999996,0.33299999999999996,1,0.33299999999999996,0,0,2012-13,NorthernColo.
Bryce Douvier,2,0.133,0.182,1,0,0,NA,2012-13,NorthernColo.
Brendan Keane,1,0.125,0,0,0,0,NA,2012-13,NorthernColo.
Total,107,0.13699999999999998,0.15,0.682,0.039,0.03,0.28600000000000003,2012-13,NorthernColo.
