name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ahmad Thomas,24,0.10800000000000001,0.113,0.75,0.017,0.013999999999999999,0.33299999999999996,2016-17
Will Weeks,12,0.10400000000000001,0.10300000000000001,0.636,0.024,0,0,2016-17
Alec Wnuk,10,0.08,0.10300000000000001,0.857,0.061,0.062,0.33299999999999996,2016-17
Zilli Giacomo,3,0.067,0.125,1,0,0,NA,2016-17
Grant Townsend,3,0.375,0.667,0.667,0,0,NA,2016-17
Giacomo Zilli,3,0.5,0.5,0.5,0.25,0,0,2016-17
Macio Teague,2,0.027000000000000003,0.024,0.5,0,0,NA,2016-17
Jonathan Baehre,2,0.182,0.14300000000000002,0.5,0,0,NA,2016-17
Kevin Vannatta,2,0.015,0.026000000000000002,1,0.013999999999999999,0.027999999999999997,1,2016-17
Malik Smith,2,0.059000000000000004,0,0,0.25,NA,0,2016-17
David Robertson,1,0,0,NA,0.059000000000000004,0.125,1,2016-17
Justin Brown,1,0.2,0.25,1,0,0,NA,2016-17
Raekwon Miller,1,0.032,0,0,0,0,NA,2016-17
Total,66,0.08,0.09,0.7040000000000001,0.02,0.018000000000000002,0.364,2016-17
