name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Cameron Jackson,23,0.11599999999999999,0.11199999999999999,0.667,0.025,0.03,0.5,2017-18
Keve Aluma,13,0.317,0.304,0.5379999999999999,0,0,NA,2017-18
Matt Pegram,8,0.094,0.1,0.6,0.034,0.03,0.33299999999999996,2017-18
Trevor Stumpe,5,0.062,0.03,0.25,0.02,0.042,1,2017-18
Nathan Hoover,3,0.038,0.037000000000000005,0.5,0.013999999999999999,0,0,2017-18
Derrick Brooks,3,0,0,NA,0.115,0,0,2017-18
Fletcher Magee,3,0.031,0.04,1,0.008,0,0,2017-18
",MICHAEL",1,0.33299999999999996,0,0,0,0,NA,2017-18
Tray Hollowell,1,0,0,NA,0,0,NA,2017-18
Total,60,0.086,0.08199999999999999,0.583,0.023,0.015,0.273,2017-18
