name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Chuba Ohams,25,0.192,0.16399999999999998,0.45799999999999996,0.024,0,0,2018-19,Fordham
Onyi Eyisi,24,0.355,0.4,0.727,0.111,0.2,0.5,2018-19,Fordham
Jesse Bunting,21,0.204,0.207,0.632,0.054000000000000006,0.14300000000000002,1,2018-19,Fordham
Ty Perry,7,0.214,0.16699999999999998,0.33299999999999996,0,0,NA,2018-19,Fordham
David Pekarek,4,0.308,0.33299999999999996,0.75,0,0,NA,2018-19,Fordham
Chris Downing,3,0.6,0.75,1,0,NA,NA,2018-19,Fordham
Jalen Cobb,2,0,0,NA,0.01,0.026000000000000002,1,2018-19,Fordham
Antwon Portley,2,0.025,0,0,0,0,NA,2018-19,Fordham
Nick Honor,2,0,0,NA,0,0,NA,2018-19,Fordham
Ivan Raut,1,0.111,0.125,1,0,0,NA,2018-19,Fordham
Erten Gazi,1,0.1,0.125,1,0,0,NA,2018-19,Fordham
Total,92,0.149,0.159,0.605,0.012,0.023,0.667,2018-19,Fordham
