name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Kyle Benton,42,0.276,0.28600000000000003,0.649,0.35700000000000004,0,0,2015-16
Jeremiah Ingram,22,0.145,0.126,0.5,0,0,NA,2015-16
Jay Copeland,14,0.39399999999999996,0.381,0.615,0.25,NA,0,2015-16
Enoch Hood,10,0.2,0.233,0.875,0.222,0,0,2015-16
Patrick Cole,8,0.051,0.055999999999999994,0.6,0.024,0.095,1,2015-16
Dante Holmes,8,0.09699999999999999,0.16699999999999998,0.833,0.018000000000000002,0,0,2015-16
Jamal Ferguson,4,0.105,0.045,0.25,0,0,NA,2015-16
Jeremiah Worthem,3,0.222,0.16699999999999998,0.5,0.091,0,0,2015-16
Dajuan Graf,2,0,0,NA,0.015,0,0,2015-16
Nate Allen,2,0.111,0.33299999999999996,1,1,NA,0,2015-16
Rashaun Madison,2,0,0,NA,0.095,0,0,2015-16
Marius McAllister,1,0.25,0,0,0,0,NA,2015-16
Total,118,0.134,0.14300000000000002,0.616,0.038,0.015,0.11800000000000001,2015-16
